,train games,agent index,eval games,agent type,win rate,mean VPs,std VPs,mean winner VPs,std winner VPs,Plot Quests Taken Frac,Plot Quests Completed Frac,Lord Quests Taken Frac,Lord Quests Completed Frac,Buildings Purchased per Game,Intrigue Cards Played per Game,Quests Taken per Game,Quests Completed per Game
0,0,0,100,PPO,0.27,50.64,12.197147207441583,64.25925925925925,8.217382626425579,0.2876190476190476,0.3173431734317343,0.3923809523809524,0.36900369003690037,1.6,1.91,5.25,2.71
1,0,1,100,RandomAgent,0.24,50.85,11.551947887694093,63.708333333333336,9.066785385252164,0.23678646934460887,0.33204633204633205,0.42071881606765327,0.41312741312741313,1.39,2.33,4.73,2.59
2,0,2,100,RandomAgent,0.29,50.01,12.30731083543436,61.51724137931034,7.744277930567443,0.3304157549234136,0.39299610894941633,0.3938730853391685,0.4085603112840467,1.3,2.34,4.57,2.57
3,0,3,100,RandomAgent,0.2,50.86,11.54817734536494,62.7,9.633794683301073,0.23965141612200436,0.2936802973977695,0.44880174291938996,0.49070631970260226,1.2,2.42,4.59,2.69
4,500,0,100,PPO,0.29,51.82,10.470319956906762,61.44827586206897,9.807056596977194,0.2251655629139073,0.3493975903614458,0.3609271523178808,0.3895582329317269,1.36,0.82,3.02,2.49
5,500,1,100,RandomAgent,0.23,47.34,12.320081168563785,61.130434782608695,8.507308100410606,0.2625,0.31932773109243695,0.4083333333333333,0.42857142857142855,1.44,2.27,4.8,2.38
6,500,2,100,RandomAgent,0.23,48.71,11.79346853135243,60.52173913043478,10.11614965942809,0.27204502814258913,0.3333333333333333,0.41275797373358347,0.3484848484848485,1.35,2.2,5.33,2.64
7,500,3,100,RandomAgent,0.25,50.36,12.082648716237678,64.48,7.605892452565971,0.27734375,0.29699248120300753,0.427734375,0.4398496240601504,1.27,2.3,5.12,2.66
8,1000,0,100,PPO,0.38,53.07,10.67450701437776,62.18421052631579,8.699229437012448,0.23204419889502761,0.2894736842105263,0.430939226519337,0.40789473684210525,0.6,0.33,1.81,2.28
9,1000,1,100,RandomAgent,0.2,47.09,11.760182821708174,59.45,10.170914413168564,0.30245746691871456,0.35714285714285715,0.40831758034026466,0.38095238095238093,1.54,2.54,5.29,2.52
10,1000,2,100,RandomAgent,0.22,48.19,11.59801276081381,58.63636363636363,8.777789401487114,0.2791970802919708,0.32661290322580644,0.40875912408759124,0.4153225806451613,1.63,2.57,5.48,2.48
11,1000,3,100,RandomAgent,0.2,48.26,13.092455842965444,64.7,11.632282665066217,0.2509157509157509,0.376,0.39377289377289376,0.404,1.5,2.78,5.46,2.5
12,1500,0,100,PPO,0.39,54.65,11.035737401732609,63.92307692307692,9.316058964771985,0.2459016393442623,0.3021276595744681,0.4262295081967213,0.4,0.23,0.15,1.22,2.35
13,1500,1,100,RandomAgent,0.19,48.53,11.721309653788692,61.63157894736842,8.664571094045412,0.2791519434628975,0.34959349593495936,0.3745583038869258,0.4186991869918699,1.6,2.48,5.66,2.46
14,1500,2,100,RandomAgent,0.27,49.91,12.963869021245161,61.111111111111114,10.089720964219104,0.29904761904761906,0.33852140077821014,0.379047619047619,0.41245136186770426,1.56,2.82,5.25,2.57
15,1500,3,100,RandomAgent,0.15,47.5,10.220078277586722,60.86666666666667,7.94872456575407,0.266173752310536,0.3412698412698413,0.3789279112754159,0.38492063492063494,1.52,2.82,5.41,2.52
16,2000,0,100,PPO,0.3,52.42,9.470142554365271,60.63333333333333,7.8675846921967665,0.29347826086956524,0.26851851851851855,0.3695652173913043,0.39351851851851855,0.26,0.02,0.92,2.16
17,2000,1,100,RandomAgent,0.27,46.89,13.916820757629957,62.407407407407405,9.87424355943564,0.27717391304347827,0.32751091703056767,0.39311594202898553,0.3624454148471616,1.73,2.36,5.52,2.29
18,2000,2,100,RandomAgent,0.3,49.22,13.223146372932577,62.43333333333333,8.460430774428032,0.2476894639556377,0.32075471698113206,0.39926062846580407,0.3849056603773585,1.55,2.51,5.41,2.65
19,2000,3,100,RandomAgent,0.13,46.83,11.786479542255186,61.30769230769231,5.888510525847582,0.2994350282485876,0.3891213389121339,0.4086629001883239,0.3682008368200837,1.6,2.59,5.31,2.39
20,2500,0,100,PPO,0.33,53.77,10.158597344121874,62.303030303030305,10.361598240136066,0.2523364485981308,0.27555555555555555,0.4205607476635514,0.3422222222222222,0.06,0.08,1.07,2.25
21,2500,1,100,RandomAgent,0.2,48.07,12.88507275881669,62.8,9.882307422864358,0.26605504587155965,0.3135593220338983,0.4036697247706422,0.3644067796610169,1.81,2.6,5.45,2.36
22,2500,2,100,RandomAgent,0.2,47.64,11.17991055420391,60.3,7.836453279386025,0.27845884413309985,0.3292181069958848,0.4290718038528897,0.4279835390946502,1.6,2.54,5.71,2.43
23,2500,3,100,RandomAgent,0.27,50.5,14.745507790510302,68.0,9.71062800730706,0.2867383512544803,0.3358208955223881,0.3835125448028674,0.4291044776119403,1.53,2.56,5.58,2.68
24,3000,0,100,PPO,0.44,54.16,8.270090688740964,58.59090909090909,7.104154296217306,0.2222222222222222,0.2511415525114155,0.45555555555555555,0.410958904109589,0.2,0.04,0.9,2.19
25,3000,1,100,RandomAgent,0.18,47.9,12.437443467208201,63.0,11.343133018115703,0.25946969696969696,0.3333333333333333,0.4166666666666667,0.38271604938271603,1.66,2.7,5.28,2.43
26,3000,2,100,RandomAgent,0.18,46.43,12.212497697031512,61.94444444444444,7.027503288447171,0.29064039408866993,0.332,0.3973727422003284,0.444,1.54,2.68,6.09,2.5
27,3000,3,100,RandomAgent,0.2,47.44,13.291591326850222,63.55,8.03414587868555,0.2984014209591474,0.33992094861660077,0.3836589698046181,0.37549407114624506,1.51,2.61,5.63,2.53
28,3500,0,100,PPO,0.33,55.17,10.21181178831651,63.878787878787875,9.700851495764862,0.35833333333333334,0.33755274261603374,0.44166666666666665,0.45569620253164556,0.14,0.03,1.2,2.37
29,3500,1,100,RandomAgent,0.29,49.64,14.082272543875865,63.86206896551724,11.860465007837607,0.2414448669201521,0.2764227642276423,0.376425855513308,0.4146341463414634,1.85,2.78,5.26,2.46
30,3500,2,100,RandomAgent,0.21,50.4,14.474114826130128,66.85714285714286,13.385442391912601,0.27865612648221344,0.3157894736842105,0.4150197628458498,0.40977443609022557,1.64,2.41,5.06,2.66
31,3500,3,100,RandomAgent,0.17,47.11,12.995302997621872,65.70588235294117,7.8871802601910534,0.2994652406417112,0.35019455252918286,0.4117647058823529,0.3657587548638132,1.6,2.41,5.61,2.57
32,4000,0,100,PPO,0.36,54.46,10.573949120361798,61.833333333333336,11.19647762071229,0.2446043165467626,0.27467811158798283,0.37410071942446044,0.463519313304721,0.1,0.04,1.39,2.33
33,4000,1,100,RandomAgent,0.25,48.71,13.385286698461115,64.48,9.612991209816016,0.25375939849624063,0.32,0.39285714285714285,0.404,1.7,2.75,5.32,2.5
34,4000,2,100,RandomAgent,0.23,48.62,12.042242316113722,62.78260869565217,8.900202839599295,0.2513181019332162,0.31746031746031744,0.4112478031634446,0.38095238095238093,1.64,2.46,5.69,2.52
35,4000,3,100,RandomAgent,0.16,46.1,12.057777573002413,61.3125,9.622361651382679,0.2690972222222222,0.3333333333333333,0.3368055555555556,0.3755274261603376,1.65,2.49,5.76,2.37
36,4500,0,100,PPO,0.45,55.08,11.711259539434687,62.86666666666667,11.695393205113806,0.24324324324324326,0.30454545454545456,0.35135135135135137,0.35909090909090907,0.11,0.04,1.11,2.2
37,4500,1,100,RandomAgent,0.19,47.15,12.580441168734904,61.73684210526316,9.03701222903349,0.26425855513307983,0.2946058091286307,0.4068441064638783,0.38589211618257263,1.61,2.23,5.26,2.41
