,train games,agent index,eval games,agent type,win rate,mean VPs,std VPs,mean winner VPs,std winner VPs,Plot Quests Taken Frac,Plot Quests Completed Frac,Lord Quests Taken Frac,Lord Quests Completed Frac,Buildings Purchased per Game,Intrigue Cards Played per Game,Quests Taken per Game,Quests Completed per Game
12,1500,0,100,DQNAgent,0.52,60.49,13.464393785091106,68.46153846153847,11.244591073150097,0.28810975609756095,0.37283236994219654,0.4146341463414634,0.3901734104046243,1.94,2.52,6.56,3.46
13,1500,1,100,RandomAgent,0.24,49.16,12.76535937606145,61.125,10.441553604069975,0.23917995444191345,0.34854771784232363,0.3804100227790433,0.3817427385892116,1.33,2.33,4.39,2.41
14,1500,2,100,RandomAgent,0.14,47.31,13.518650080536887,63.714285714285715,10.565635478343198,0.24242424242424243,0.3253012048192771,0.41025641025641024,0.36947791164658633,1.06,2.23,4.29,2.49
15,1500,3,100,RandomAgent,0.1,46.21,11.323687561920806,60.8,7.236021006050217,0.30617283950617286,0.30735930735930733,0.4123456790123457,0.36363636363636365,1.36,2.1,4.05,2.31
16,2000,0,100,DQNAgent,0.67,64.65,13.80172090719125,70.82089552238806,11.945055022750925,0.25205930807248766,0.3185595567867036,0.38220757825370677,0.4404432132963989,2.25,3.06,6.07,3.61
17,2000,1,100,RandomAgent,0.06,48.39,10.405666725395353,59.0,7.211102550927978,0.2383177570093458,0.3358208955223881,0.3855140186915888,0.376865671641791,1.19,2.04,4.28,2.68
18,2000,2,100,RandomAgent,0.17,49.74,11.246884012916645,63.529411764705884,7.220213839580747,0.3086680761099366,0.38113207547169814,0.452431289640592,0.4490566037735849,1.19,2.18,4.73,2.65
19,2000,3,100,RandomAgent,0.1,49.66,11.502364974212913,65.4,9.167333309092673,0.2863961813842482,0.29277566539923955,0.35799522673031026,0.3726235741444867,1.11,2.22,4.19,2.63
20,2500,0,100,DQNAgent,0.68,69.09,14.812221305395083,75.52941176470588,11.847648796572273,0.2984189723320158,0.33152173913043476,0.38735177865612647,0.4076086956521739,3.03,4.78,5.06,3.68
21,2500,1,100,RandomAgent,0.1,45.75,11.043889713321118,58.7,8.967162315916893,0.2972972972972973,0.3138075313807531,0.38963963963963966,0.3514644351464435,0.98,1.99,4.44,2.39
22,2500,2,100,RandomAgent,0.13,48.14,11.80594765361934,65.46153846153847,9.588578017744176,0.2633832976445396,0.3038461538461538,0.3961456102783726,0.4269230769230769,0.88,1.86,4.67,2.6
23,2500,3,100,RandomAgent,0.09,48.0,12.4056438768812,69.22222222222223,12.190868875950446,0.24843423799582465,0.34375,0.40501043841336115,0.390625,1.05,1.89,4.79,2.56
24,3000,0,100,DQNAgent,0.78,72.41,13.503403274730411,76.47435897435898,11.198356517438182,0.24860853432282004,0.29923273657289,0.3914656771799629,0.37851662404092073,2.98,4.49,5.39,3.91
25,3000,1,100,RandomAgent,0.11,49.52,13.088529329149246,72.0909090909091,8.867248681161126,0.2816593886462882,0.3333333333333333,0.3558951965065502,0.3707865168539326,1.07,2.13,4.58,2.67
26,3000,2,100,RandomAgent,0.04,46.2,11.991663771137015,62.0,7.3824115301167,0.3143507972665148,0.35443037974683544,0.4009111617312073,0.4219409282700422,1.0,2.12,4.39,2.37
27,3000,3,100,RandomAgent,0.07,45.97,12.38826460808777,63.42857142857143,6.0676458804558004,0.2471395881006865,0.31275720164609055,0.3501144164759725,0.3786008230452675,1.0,1.8,4.37,2.43
28,3500,0,100,DQNAgent,0.87,73.44,12.665954365937058,75.88505747126437,11.498550920553386,0.24833702882483372,0.2810810810810811,0.38802660753880264,0.4135135135135135,2.07,5.1,4.51,3.7
29,3500,1,100,RandomAgent,0.02,46.99,11.502604052996,71.5,7.5,0.29850746268656714,0.3891213389121339,0.4051172707889126,0.40585774058577406,1.23,1.98,4.69,2.39
30,3500,2,100,RandomAgent,0.06,46.96,12.927428205176776,69.33333333333333,8.9566858950296,0.279317697228145,0.33905579399141633,0.3837953091684435,0.38197424892703863,1.11,1.99,4.69,2.33
31,3500,3,100,RandomAgent,0.05,48.12,12.652493825329456,68.0,5.403702434442518,0.3111111111111111,0.31092436974789917,0.4577777777777778,0.3949579831932773,1.14,2.21,4.5,2.38
32,4000,0,100,DQNAgent,0.8,69.41,12.215641612293641,72.4125,10.920958920809106,0.2647058823529412,0.3018867924528302,0.4372549019607843,0.4123989218328841,2.61,5.81,5.1,3.71
33,4000,1,100,RandomAgent,0.06,46.6,12.297154142320899,68.33333333333333,8.034647195462632,0.2742616033755274,0.321285140562249,0.3924050632911392,0.37751004016064255,1.05,2.08,4.74,2.49
34,4000,2,100,RandomAgent,0.09,47.89,11.32774911445341,63.55555555555556,10.594664392053526,0.2870159453302961,0.34099616858237547,0.43735763097949887,0.41379310344827586,1.09,2.0,4.39,2.61
35,4000,3,100,RandomAgent,0.05,48.48,11.747748720499601,70.0,5.761944116355173,0.27056277056277056,0.34,0.42857142857142855,0.448,1.02,1.93,4.62,2.5
36,4500,0,100,DQNAgent,0.68,66.51,13.805430091090967,72.8970588235294,11.449556510653915,0.28488372093023256,0.3389830508474576,0.4050387596899225,0.3926553672316384,2.05,6.23,5.16,3.54
37,4500,1,100,RandomAgent,0.11,49.63,11.813259499393045,66.45454545454545,10.263471292657597,0.30242825607064017,0.3726235741444867,0.3841059602649007,0.376425855513308,1.13,2.1,4.53,2.63
38,4500,2,100,RandomAgent,0.13,49.96,10.990832543533724,60.84615384615385,8.663328138646824,0.2595936794582393,0.3111111111111111,0.36794582392776526,0.34814814814814815,1.1,2.19,4.43,2.7
39,4500,3,100,RandomAgent,0.08,47.77,11.3858289114144,61.375,8.630433071404934,0.2642369020501139,0.32950191570881227,0.43507972665148065,0.36398467432950193,1.29,2.07,4.39,2.61
40,5000,0,1500,DQNAgent,0.7006666666666667,68.134,15.012529566998362,74.2036156041865,11.986926999734303,0.26693177581707467,0.3076644974692697,0.40387722132471726,0.398590021691974,2.470666666666667,6.082666666666666,5.3646666666666665,3.688
41,5000,1,1500,RandomAgent,0.09933333333333333,49.062,12.392504024611005,65.49664429530202,10.21488856869176,0.27213695395513576,0.3323045267489712,0.39403778040141674,0.4074074074074074,1.108,2.0573333333333332,4.517333333333333,2.592
42,5000,2,1500,RandomAgent,0.102,48.904666666666664,12.252655966043534,65.65359477124183,11.239124161349096,0.2739424206815511,0.3365161290322581,0.40173325499412454,0.38838709677419353,1.13,2.062666666666667,4.538666666666667,2.5833333333333335
43,5000,3,1500,RandomAgent,0.098,48.622,12.153371932650352,65.97278911564626,10.079915760791032,0.2704411553384107,0.3227307990690458,0.3958902141112229,0.39591414533229896,1.0913333333333333,2.0113333333333334,4.639333333333333,2.578
