,train games,agent index,eval games,agent type,win rate,mean VPs,std VPs,mean winner VPs,std winner VPs,Plot Quests Taken Frac,Plot Quests Completed Frac,Lord Quests Taken Frac,Lord Quests Completed Frac,Buildings Purchased per Game,Intrigue Cards Played per Game,Quests Taken per Game,Quests Completed per Game
10,1000,2,100,RandomAgent,0.14,49.9,11.609909560371262,65.57142857142857,11.337134216586568,0.22410147991543342,0.2964426877470356,0.36363636363636365,0.37549407114624506,1.4,2.52,4.73,2.53
11,1000,3,100,RandomAgent,0.13,49.14,13.262744813951599,64.07692307692308,11.658351502820354,0.2922077922077922,0.33739837398373984,0.37662337662337664,0.4024390243902439,1.68,2.36,4.62,2.46
12,1500,0,100,DQNAgent,0.51,61.75,14.231215689462372,71.94117647058823,10.721815336318429,0.23283582089552238,0.2639751552795031,0.41492537313432837,0.38509316770186336,0.2,2.36,3.35,3.22
13,1500,1,100,RandomAgent,0.18,50.66,11.733899607547357,61.333333333333336,7.637626158259733,0.28810408921933084,0.35294117647058826,0.4200743494423792,0.40808823529411764,1.69,2.6,5.38,2.72
14,1500,2,100,RandomAgent,0.15,48.1,11.154819586169916,61.93333333333333,9.248183004725247,0.28431372549019607,0.34274193548387094,0.403921568627451,0.3951612903225806,1.53,2.51,5.1,2.48
15,1500,3,100,RandomAgent,0.16,51.43,12.26071368232698,66.8125,6.948189962141219,0.29577464788732394,0.35074626865671643,0.4124748490945674,0.45149253731343286,1.8,2.61,4.97,2.68
16,2000,0,100,DQNAgent,0.66,66.51,13.892080477739826,72.42424242424242,12.435360878706124,0.3004807692307692,0.32432432432432434,0.43509615384615385,0.42162162162162165,0.36,2.49,4.16,3.7
17,2000,1,100,RandomAgent,0.07,49.35,11.454584235143587,64.57142857142857,5.6532454106883945,0.27346938775510204,0.3206751054852321,0.40408163265306124,0.4472573839662447,1.51,2.42,4.9,2.37
18,2000,2,100,RandomAgent,0.1,49.34,12.9330738805591,66.7,8.31925477431723,0.2926829268292683,0.3333333333333333,0.4451219512195122,0.3643410852713178,1.56,2.52,4.92,2.58
19,2000,3,100,RandomAgent,0.17,52.73,13.399891790607864,68.70588235294117,10.373975957299582,0.2673913043478261,0.305019305019305,0.3826086956521739,0.42084942084942084,1.7,2.48,4.6,2.59
20,2500,0,100,DQNAgent,0.74,66.27,14.993235141222858,71.25675675675676,13.217577169743704,0.29201101928374656,0.3422982885085575,0.38016528925619836,0.38386308068459657,0.35,5.25,7.26,4.09
21,2500,1,100,RandomAgent,0.08,47.99,11.447702826331579,65.625,9.123287510541362,0.2937365010799136,0.372,0.38228941684665224,0.388,1.4,2.18,4.63,2.5
22,2500,2,100,RandomAgent,0.07,47.08,10.922160958345193,56.857142857142854,6.663945022680344,0.3004694835680751,0.3404255319148936,0.39436619718309857,0.3829787234042553,1.69,2.01,4.26,2.35
23,2500,3,100,RandomAgent,0.11,49.24,10.883124551340943,64.54545454545455,12.900765561241538,0.2767857142857143,0.3253012048192771,0.4330357142857143,0.42168674698795183,1.7,2.13,4.48,2.49
24,3000,0,100,DQNAgent,0.72,68.81,14.497375624574262,74.80555555555556,11.225762642848824,0.275797373358349,0.2775,0.39587242026266417,0.4125,0.43,5.71,5.33,4.0
25,3000,1,100,RandomAgent,0.13,49.17,12.20660067340617,62.76923076923077,8.710328494678436,0.2510822510822511,0.363265306122449,0.40476190476190477,0.4204081632653061,1.57,2.03,4.62,2.45
26,3000,2,100,RandomAgent,0.08,47.36,12.595650042772704,66.0,9.810708435174291,0.23790322580645162,0.2869198312236287,0.38911290322580644,0.3924050632911392,1.63,2.22,4.96,2.37
27,3000,3,100,RandomAgent,0.07,46.83,11.909706125677493,64.57142857142857,10.860901604998979,0.2863070539419087,0.38396624472573837,0.4066390041493776,0.38396624472573837,1.58,2.36,4.82,2.37
28,3500,0,100,DQNAgent,0.74,70.46,13.11748451495179,74.33783783783784,12.016066976982321,0.2902654867256637,0.33665835411471323,0.4,0.3640897755610973,0.52,6.27,5.65,4.01
29,3500,1,100,RandomAgent,0.03,48.01,12.484786742271572,68.66666666666667,8.013876853447538,0.3064182194616977,0.35833333333333334,0.42857142857142855,0.44166666666666665,1.52,2.1,4.83,2.4
30,3500,2,100,RandomAgent,0.14,49.54,11.740885826887169,66.85714285714286,8.17537367304257,0.2687224669603524,0.3146067415730337,0.381057268722467,0.3782771535580524,1.44,2.05,4.54,2.67
31,3500,3,100,RandomAgent,0.09,49.04,12.114388139728725,69.55555555555556,4.94662873101157,0.2543478260869565,0.27346938775510204,0.40869565217391307,0.3836734693877551,1.61,2.06,4.6,2.45
32,4000,0,100,DQNAgent,0.84,72.71,12.777554539112717,75.70238095238095,11.373297634941702,0.24830699774266365,0.27365728900255754,0.3927765237020316,0.4092071611253197,0.21,6.66,4.43,3.91
33,4000,1,100,RandomAgent,0.06,48.09,12.06904718691579,65.0,10.770329614269007,0.284,0.3545816733067729,0.396,0.3745019920318725,1.63,2.25,5.0,2.51
34,4000,2,100,RandomAgent,0.05,46.88,9.522898718352517,64.8,8.423775875461075,0.26814516129032256,0.3293172690763052,0.3709677419354839,0.3333333333333333,1.61,2.07,4.96,2.49
35,4000,3,100,RandomAgent,0.05,48.99,11.547722719220445,69.6,10.32666451474047,0.26706827309236947,0.3441295546558704,0.42168674698795183,0.4008097165991903,1.53,2.31,4.98,2.47
36,4500,0,100,DQNAgent,0.72,67.41,15.470678718142912,74.19444444444444,11.713760769198963,0.29020556227327693,0.35964912280701755,0.3941958887545345,0.3618421052631579,0.18,8.09,8.27,4.56
37,4500,1,100,RandomAgent,0.06,49.76,9.424563650376603,60.166666666666664,11.610579466829188,0.28717948717948716,0.2976190476190476,0.36923076923076925,0.36507936507936506,1.57,2.12,3.9,2.52
38,4500,2,100,RandomAgent,0.13,50.74,11.238878947653099,62.61538461538461,7.426961916800803,0.27386934673366836,0.4008097165991903,0.4221105527638191,0.38866396761133604,1.74,2.11,3.98,2.47
39,4500,3,100,RandomAgent,0.09,49.99,11.985403622740455,64.88888888888889,10.321977033327638,0.24688279301745636,0.27586206896551724,0.40399002493765584,0.3879310344827586,1.6,2.1,4.01,2.32
40,5000,0,1500,DQNAgent,0.824,75.882,14.391435277043541,79.457928802589,12.621731282376054,0.26976249556894716,0.3183560803557737,0.4047028240576628,0.3951847876092624,0.728,7.748666666666667,5.642,4.347333333333333
41,5000,1,1500,RandomAgent,0.06133333333333333,49.314,12.649930329188905,68.98913043478261,10.102189350761495,0.27305949422599035,0.3245496101102447,0.3933635433416167,0.38612530250067223,1.578,2.2293333333333334,4.560666666666667,2.4793333333333334
42,5000,2,1500,RandomAgent,0.048,49.340666666666664,11.978172351777582,68.29166666666667,9.481615983927353,0.2727534562211982,0.3314014752370917,0.4013536866359447,0.40437302423603794,1.4846666666666666,2.1546666666666665,4.629333333333333,2.530666666666667
43,5000,3,1500,RandomAgent,0.06666666666666667,50.071333333333335,12.471657664035238,69.3,10.331989159885913,0.2718000287315041,0.328879753340185,0.4101422209452665,0.3879753340184995,1.496,2.1606666666666667,4.640666666666666,2.5946666666666665
