,train games,agent index,eval games,agent type,win rate,mean VPs,std VPs,mean winner VPs,std winner VPs,Plot Quests Taken Frac,Plot Quests Completed Frac,Lord Quests Taken Frac,Lord Quests Completed Frac,Buildings Purchased per Game,Intrigue Cards Played per Game,Quests Taken per Game,Quests Completed per Game
13,900,1,100,RandomAgent,0.22,47.49,11.748612684057639,61.63636363636363,9.022927636886813,0.2648648648648649,0.3292181069958848,0.4018018018018018,0.37037037037037035,1.48,2.49,5.55,2.43
14,900,2,100,RandomAgent,0.17,47.34,11.110553541565784,64.0,8.464458566472484,0.27253668763102723,0.325,0.3480083857442348,0.4,1.44,2.32,4.77,2.4
15,900,3,100,RandomAgent,0.23,48.28,11.491805776291208,62.21739130434783,8.24070766135557,0.2673076923076923,0.3497942386831276,0.4115384615384615,0.3868312757201646,1.61,2.53,5.2,2.43
16,1200,0,100,PolicyAgent,0.24,51.36,10.37643484054133,62.791666666666664,8.33656187459128,0.3014705882352941,0.2843601895734597,0.4485294117647059,0.41706161137440756,0.55,0.18,1.36,2.11
17,1200,1,100,RandomAgent,0.3,49.41,12.784439760896838,62.4,9.551963149007642,0.29865125240847784,0.3716475095785441,0.4258188824662813,0.44061302681992337,1.6,2.68,5.19,2.61
18,1200,2,100,RandomAgent,0.17,49.22,13.365313314696367,67.3529411764706,8.202877375155252,0.231203007518797,0.3425196850393701,0.3966165413533835,0.38188976377952755,1.58,2.58,5.32,2.54
19,1200,3,100,RandomAgent,0.29,52.27,12.221992472588093,63.48275862068966,12.411398236424265,0.2751937984496124,0.3111888111888112,0.4127906976744186,0.3881118881118881,1.48,2.59,5.16,2.86
20,1500,0,100,PolicyAgent,0.26,51.4,10.633908030446756,61.69230769230769,10.313431238211919,0.3584905660377358,0.2814070351758794,0.42452830188679247,0.38190954773869346,0.4,0.12,1.06,1.99
21,1500,1,100,RandomAgent,0.28,49.21,10.946501724295302,59.857142857142854,9.664789871761627,0.28498293515358364,0.3333333333333333,0.3993174061433447,0.41198501872659177,1.66,2.9,5.86,2.67
22,1500,2,100,RandomAgent,0.22,46.95,11.808789099649465,61.86363636363637,9.987699045896655,0.24456521739130435,0.3515625,0.4076086956521739,0.3515625,1.36,2.69,5.52,2.56
23,1500,3,100,RandomAgent,0.24,48.37,13.374344843767112,64.16666666666667,11.469767022723502,0.2867647058823529,0.3946360153256705,0.3860294117647059,0.3793103448275862,1.66,2.61,5.44,2.61
24,1800,0,100,PolicyAgent,0.36,53.9,11.467780953610859,62.638888888888886,10.575529347869747,0.27049180327868855,0.29910714285714285,0.4016393442622951,0.3705357142857143,0.28,0.09,1.22,2.24
25,1800,1,100,RandomAgent,0.24,49.95,13.915009881419419,69.125,8.847374846058388,0.27404718693284935,0.32170542635658916,0.41197822141560797,0.4263565891472868,1.63,2.55,5.51,2.58
26,1800,2,100,RandomAgent,0.22,48.68,13.574888581494877,63.68181818181818,11.41524643797362,0.28785046728971964,0.36470588235294116,0.38878504672897196,0.41568627450980394,1.65,2.66,5.35,2.55
27,1800,3,100,RandomAgent,0.18,48.74,13.268473913755116,61.77777777777778,9.91382623497527,0.26992753623188404,0.33201581027667987,0.38768115942028986,0.4505928853754941,1.59,2.54,5.52,2.53
28,2100,0,100,PolicyAgent,0.37,54.04,9.60095828550463,60.972972972972975,9.545018472895597,0.2926829268292683,0.3246753246753247,0.3821138211382114,0.3722943722943723,0.18,0.09,1.23,2.31
29,2100,1,100,RandomAgent,0.21,48.07,12.055086063566696,61.666666666666664,9.498537899183338,0.26678765880217786,0.2749003984063745,0.3811252268602541,0.38247011952191234,1.64,2.45,5.51,2.51
30,2100,2,100,RandomAgent,0.2,50.12,11.595930320590927,64.8,8.908422980528034,0.291970802919708,0.33204633204633205,0.4251824817518248,0.41312741312741313,1.65,2.71,5.48,2.59
31,2100,3,100,RandomAgent,0.22,48.83,11.493524263688663,62.59090909090909,6.548137076570229,0.26454033771106944,0.3446969696969697,0.3921200750469043,0.36742424242424243,1.61,3.03,5.33,2.64
32,2400,0,100,PolicyAgent,0.33,53.48,10.245467290465575,60.72727272727273,9.329889171684885,0.27906976744186046,0.2767857142857143,0.43410852713178294,0.42857142857142855,0.2,0.09,1.29,2.24
33,2400,1,100,RandomAgent,0.19,48.73,12.881657502045302,62.421052631578945,11.027791635937405,0.26750448833034113,0.30223880597014924,0.40754039497307004,0.3880597014925373,1.49,2.4,5.57,2.68
34,2400,2,100,RandomAgent,0.23,49.63,13.911617447299218,66.17391304347827,9.968001735610514,0.2796296296296296,0.3346938775510204,0.4185185185185185,0.47346938775510206,1.6,2.36,5.4,2.45
35,2400,3,100,RandomAgent,0.25,50.23,11.826119397334022,61.52,10.163149118260542,0.2741020793950851,0.3132075471698113,0.391304347826087,0.3849056603773585,1.8,2.55,5.29,2.65
36,2700,0,100,PolicyAgent,0.48,56.92,9.622556832775789,62.333333333333336,8.096638534327413,0.25688073394495414,0.2875536480686695,0.43119266055045874,0.4248927038626609,0.2,0.08,1.09,2.33
37,2700,1,100,RandomAgent,0.21,48.83,12.87560095684858,62.42857142857143,8.594413626201108,0.2518796992481203,0.30991735537190085,0.39097744360902253,0.3925619834710744,1.58,2.38,5.32,2.42
38,2700,2,100,RandomAgent,0.15,46.66,12.326572921943876,63.6,11.312529926295591,0.2688588007736944,0.3620689655172414,0.39264990328820115,0.3879310344827586,1.66,2.62,5.17,2.32
39,2700,3,100,RandomAgent,0.16,47.81,11.622990148838635,60.5,9.746794344808963,0.30671506352087113,0.34108527131782945,0.35753176043557167,0.34108527131782945,1.72,2.59,5.51,2.58
40,3000,0,1500,PolicyAgent,0.41933333333333334,55.224666666666664,9.911181810908772,61.966613672496024,8.80366115551099,0.2761394101876676,0.31160896130346233,0.3962466487935657,0.4096595868489962,0.12666666666666668,0.03933333333333333,1.2433333333333334,2.291333333333333
41,3000,1,1500,RandomAgent,0.214,48.53933333333333,12.077877278543426,62.613707165109034,8.846932989945044,0.2702571567200388,0.34172852598091197,0.3962882096069869,0.3944856839872747,1.6593333333333333,2.628,5.496,2.514666666666667
42,3000,2,1500,RandomAgent,0.18666666666666668,48.024,12.5419067130959,63.825,9.765541642501383,0.26858251485388623,0.33906964237698306,0.4039044501030678,0.40145200322667385,1.666,2.558666666666667,5.498,2.4793333333333334
43,3000,3,1500,RandomAgent,0.18,47.92333333333333,12.248433459925488,63.7037037037037,8.846907033554531,0.2761996857246464,0.34589502018842533,0.4004593255167412,0.39569313593539707,1.6353333333333333,2.5533333333333332,5.515333333333333,2.4766666666666666
