,train games,agent index,eval games,agent type,win rate,mean VPs,std VPs,mean winner VPs,std winner VPs,Plot Quests Taken Frac,Plot Quests Completed Frac,Lord Quests Taken Frac,Lord Quests Completed Frac,Buildings Purchased per Game,Intrigue Cards Played per Game,Quests Taken per Game,Quests Completed per Game
0,0,0,250,RandomAgent,0.448,94.416,16.314010665682428,104.36607142857143,14.875072350192768,0.2805491990846682,0.3128834355828221,0.39679633867276887,0.4014996591683708,2.368,3.96,8.74,5.868
1,0,1,250,RandomAgent,0.552,95.22,16.654957219999094,103.78985507246377,13.11678474352543,0.2714420358152686,0.309993201903467,0.4005655042412818,0.3847722637661455,2.344,3.852,8.488,5.884
2,100,0,250,RandomAgent,0.52,94.392,15.857059500424409,102.85384615384615,13.575493496320457,0.27520435967302453,0.31237183868762813,0.3932788374205268,0.39371155160628846,2.392,4.048,8.808,5.852
3,100,1,250,RandomAgent,0.48,93.768,15.741479473035564,102.45833333333333,14.057557773509435,0.28153564899451555,0.32002801120448177,0.4053930530164534,0.40476190476190477,2.364,3.804,8.752,5.712
4,200,0,1500,RandomAgent,0.5073333333333333,94.50866666666667,16.442321152711038,103.0880420499343,14.354398392014028,0.27103305468210753,0.3117150034254396,0.40118107216811105,0.4002055263758849,2.3773333333333335,3.886,8.692666666666666,5.838666666666667
5,200,1,1500,RandomAgent,0.49266666666666664,94.528,16.405686493814677,103.80649526387009,14.165240233870579,0.27236211957361345,0.31209899175068745,0.40553066584273134,0.4019248395967003,2.4353333333333333,3.926,8.630666666666666,5.818666666666667
